"","tree_id","species_common","species_scientific","stump_diameter","height","crown_diameter","closest_address","geometry"
"57530",1437281,"Purple leaf plum","Prunus cerasifera",5,28.5709,14.9422,"287 EAST 17 STREET",c(-73.9629677476386, 40.6437306923224)
"57531",4697323,"White oak","Quercus alba",24,87.3536,44.7009,"107 LANDER AVENUE",c(-74.1625811954108, 40.6136677930148)
"57532",2604796,"Amur maple","Acer ginnala",15,58.0957999512861,32.052,"125 STREET PAULS AVENUE",c(-74.0785867169993, 40.6344873183053)
"57533",3993996,"Pin oak","Quercus palustris",24,82.1657808041693,42.7815,"61-011 215 STREET",c(-73.7621712267733, 40.7467849515762)
"57534",4146790,"Sweetgum","Liquidambar styraciflua",32,69.6778,48.5439,"64-007 213 STREET",c(-73.7632894021268, 40.7449263082134)
"57535",6406415,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"120-51 225 STREET",c(-73.7390436545624, 40.6871788049439)
"57536",2974801,"Norway maple","Acer platanoides",4,25.3517018861432,14.1255,"130-008 225 STREET",c(-73.7418804835537, 40.6827578674034)
"57537",5417673,"Littleleaf linden","Tilia cordata",16,35.7009459324795,29.5116201106628,"29-00 BROADWAY",c(-73.9269871963379, 40.7627265162545)
"57538",4642932,"Tree of heaven","Ailanthus altissima",31,30.4988,38.5927,"1351 44 STREET",c(-73.9878433201487, 40.6369920740501)
"57539",2434598,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"406 16 STREET",c(-73.9814016195164, 40.6608872951008)
"57540",4707012,"Japanese tree lilac","Syringa reticulata",3,15.8824903068222,7.5760566536646,"33-16 191 STREET",c(-73.7908512905113, 40.7665287134921)
"57541",5122741,"River birch","Betula nigra",12,51.6720940379853,25.2656,"89-74 216 STREET",c(-73.7461671709616, 40.725459654561)
"57542",4152630,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"1347 HUGUENOT AVENUE",c(-74.1844024256608, 40.521656226974)
"57543",4014047,"Thornless honeylocust","Gleditsia triacanthos var. inermis",13,51.8677187405179,27.1319,"85-12 248 STREET",c(-73.7184387863217, 40.7327841081945)
"57544",2934770,"Callery pear","Pyrus calleryana",4,17.017,10.4066,"139 SANDBORN STREET",c(-74.1704405891315, 40.5333679948163)
"57545",1387615,"Amur corktree","Phellodendron amurense",11,39.4709,27.2252732773344,"232-08 88 AVENUE",c(-73.734284128438, 40.7305875205476)
"57546",2254031,"London planetree","Platanus x acerifolia",28,75.3315907697914,50.8465,"1551 HAIGHT AVENUE",c(-73.8497522392739, 40.8453064480836)
"57547",4640744,"Norway spruce","Picea abies",23,63.7531330298721,35.8912,"421 E 57 STREET",c(-73.9229030036379, 40.6454757092585)
"57548",11366259,"Callery pear","Pyrus calleryana",14,33.283,28.1446,"699 SARATOGA AVE",c(-73.9160405959672, 40.6637154746397)
"57549",3749507,"Littleleaf linden","Tilia cordata",16,35.7009459324795,29.5116201106628,"178-18 130 AVENUE",c(-73.763721492003, 40.6800764745317)
"57550",4648071,"Littleleaf linden","Tilia cordata",7,23.8519139394545,17.4000350027945,"1686 EAST 55 STREET",c(-73.921655432506, 40.615430396806)
"57551",4002136,"Callery pear","Pyrus calleryana",10,26.7766,21.0494,"266-05 72 ROAD",c(-73.7170875528171, 40.7544424776312)
"57552",4152665,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"539 74 STREET",c(-74.021144000963, 40.6297939385122)
"57553",6362401,"Higan cherry","Prunus subhirtella",3,20.5437,11.5468,"95-11 116 STREET",c(-73.8295271666128, 40.691281684475)
"57554",4147498,"Japanese zelkova","Zelkova serrata",8,38.0456693586697,20.7562,"1151 36 STREET",c(-73.9867322738508, 40.643573947807)
"57555",3765766,"Littleleaf linden","Tilia cordata",3,11.7073395171666,4.98635878004761,"231-05 131 AVENUE",c(-73.7365592699472, 40.6789662383608)
"57556",16962209,"London planetree","Platanus x acerifolia",35,84.8249425935068,57.7933,"76-98 GRAND CENTRAL PKWY",c(-73.8320723996713, 40.7172893759882)
"57557",4015617,"Purple leaf plum","Prunus cerasifera",8,39.1027,19.5448,"32-19 166 STREET",c(-73.7990944642562, 40.7684592166197)
"57558",1400072,"Red maple","Acer rubrum",22,79.3844201376042,38.71,"16 NADAL PLACE",c(-74.1671508318293, 40.61325226389)
"57559",4136199,"Silver linden","Tilia tomentosa",10,34.968438684069,20.701,"182-09 DALNY ROAD",c(-73.7809884590191, 40.7160699405745)
"57560",3659269,"London planetree","Platanus x acerifolia",33,82.2112679165195,55.9785,"37-23 91 STREET",c(-73.8757946333153, 40.7498564917216)
"57561",4141666,"Silver linden","Tilia tomentosa",20,47.0388693148038,33.822,"244-04 73 AVENUE",c(-73.7303673027536, 40.7480268856883)
"57562",2592527,"Norway maple","Acer platanoides",7,32.6738695322388,19.7211,"62 READING AVENUE",c(-74.1710398584948, 40.5552707374234)
"57563",15850094,"Elm","Ulmus",3,22.059452975591,11.4914,"198 VARET STREET",c(-73.9359674963716, 40.7036949269178)
"57564",13446211,"Japanese zelkova","Zelkova serrata",3,21.9665948097271,11.5607,"314 52 STREET",c(-74.015920507382, 40.6464089735216)
"57565",2545655,"London planetree","Platanus x acerifolia",24,69.4013855743737,46.1289,"2740 EAST 65 STREET",c(-73.9126054907683, 40.6059598165868)
"57566",2546157,"Apple","Malus",3,15.2085130990413,12.2771267145965,"311 CASANOVA STREET",c(-73.8881695586197, 40.8062708003326)
"57567",2608071,"London planetree","Platanus x acerifolia",41,92.2727608233281,62.4217,"197 GREELEY AVENUE",c(-74.1078398409429, 40.5771796744719)
"57568",2602428,"Sweetgum","Liquidambar styraciflua",14,69.406,25.9269,"289 DELMAR AVENUE",c(-74.1896936383042, 40.5394944275178)
"57569",6031271,"Eastern redcedar","Juniperus virginiana",7,30.5311963674923,12.7029,"20 GRAND ARMY PLAZA",c(-73.9690692454551, 40.6728326579957)
"57570",2146183,"Thornless honeylocust","Gleditsia triacanthos var. inermis",11,47.0748277900302,24.7267,"415 WEST 57 STREET",c(-73.9864186288685, 40.7682246111438)
"57571",1433669,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"66 EAST 118 STREET",c(-73.9430328007111, 40.8009175799267)
"57572",2240358,"Common hackberry","Celtis occidentalis",7,37.0953196825374,19.1882,"64 WEST 165 STREET",c(-73.9264106116075, 40.8337075728937)
"57573",2610606,"Red maple","Acer rubrum",9,48.06730206779,23.8016,"432 CORTELYOU AVENUE",c(-74.1619908831339, 40.5485178909408)
"57574",4148829,"Pin oak","Quercus palustris",22,77.9326278081381,40.3477,"86-09 UNION TURNPIKE",c(-73.8624241015288, 40.7037458001566)
"57575",4642769,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"945 71 STREET",c(-74.0126808636438, 40.6271986126322)
"57576",3992932,"Ginkgo","Ginkgo biloba",3,27.0626,12.3482,"702 49 STREET",c(-74.0049726359511, 40.6427813627979)
"57577",2637564,"Callery pear","Pyrus calleryana",13,31.6564,26.3708,"76 EVERETT AVENUE",c(-74.204773852077, 40.5177844297571)
"57578",2246420,"Japanese flowering cherry","Prunus serrulata",5,28.5709,14.9422,"3000 WICKHAM AVENUE",c(-73.8379576703053, 40.8709370049166)
"57579",4692948,"Silver linden","Tilia tomentosa",21,48.0310030296733,34.979,"80-17 85 ROAD",c(-73.8630844175935, 40.6948205956865)
"57580",3342441,"Pin oak","Quercus palustris",32,97.8681197273125,51.6367,"140-08 QUINCE AVENUE",c(-73.8144581444513, 40.7468590909112)
"57581",2266476,"Northern red oak","Quercus rubra",5,32.9385,15.1151,"1780 EASTBURN AVENUE",c(-73.9083099244083, 40.8465700394831)
"57582",5362567,"Norway maple","Acer platanoides",18,50.1387696948152,36.0187,"24-05 99 STREET",c(-73.8709946013982, 40.7665557483276)
"57583",17018638,"American elm","Ulmus americana",3,23.0339409899832,11.7224,"434 EAST 165 STREET",c(-73.9102551833586, 40.8272899694787)
"57584",4011871,"Apple","Malus",12,22.7849169342972,23.5507492380462,"40-29 172 STREET",c(-73.7941821433892, 40.7599198644789)
"57585",6493694,"Dawn redwood","Metasequoia glyptostroboides",3,13.8979005549141,5.60327369407681,"450 BUEL AVENUE",c(-74.0891106157415, 40.583064119499)
"57586",2415926,"Purple leaf plum","Prunus cerasifera",6,32.2827,16.5418,"1115 ESSEX STREET",c(-73.8720430625457, 40.6567690753838)
"57587",2411565,"Japanese zelkova","Zelkova serrata",19,61.7556721724497,36.9911,"2302 AVENUE O",c(-73.951040776158, 40.6138299843561)
"57588",595952,"Callery pear","Pyrus calleryana",2,13.7638,6.859,"1897 EAST 7 STREET",c(-73.9652728750635, 40.604217403569)
"57589",2628351,"Sweetgum","Liquidambar styraciflua",13,66.8886,24.5298,"106 MILLS AVENUE",c(-74.0673450655288, 40.5946565100986)
"57590",3663256,"Green ash","Fraxinus pennsylvanica",22,66.1455614705678,38.0056792744969,"480 PROSPECT PLACE",c(-73.960451522263, 40.6758904429298)
"57591",3986896,"Swamp white oak","Quercus bicolor",4,28.3186,13.0521,"76-70 172 STREET",c(-73.7969001703465, 40.724432221852)
"57592",12160477,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"68-18 GROTON STREET",c(-73.8533039912176, 40.7179826194475)
"57593",5778327,"Chokecherry","Prunus virginiana",3,20.8856373438115,10.1142070002306,"46-002 158 STREET",c(-73.8086748409444, 40.7537307279287)
"57594",2620559,"Pin oak","Quercus palustris",4,27.6473074125376,14.4835,"89-06 221 STREET",c(-73.7422720741964, 40.7297685221346)
"57595",4152302,"Norway maple","Acer platanoides",8,34.713157543063,21.4767,"150-18 115 STREET",c(-73.8258290946353, 40.6671742438048)
"57596",2116279,"Japanese pagoda tree","Styphnolobium japonicum",12,49.513225689677,25.9637,"190 FORSYTH STREET",c(-73.9909700635943, 40.7220528812787)
"57597",12738911,"Cherry","Prunus",3,20.5437,11.5468,"1631 ASTOR AVENUE",c(-73.8388033598373, 40.8591661646802)
"57598",13280579,"Hawthorn","Crataegus",4,19.555920885986,11.3087243460844,"85-08 76 STREET",c(-73.8667446668163, 40.6948303814684)
"57599",4633362,"Japanese flowering cherry","Prunus serrulata",9,42.2109,20.9482,"Q009 ALBERT H. MAURO PLAYGROUND",c(-73.8265751832379, 40.7226609647955)
"57600",2626550,"Pin oak","Quercus palustris",27,88.2646096756259,46.2672,"64 PENDLETON PLACE",c(-74.0923328938803, 40.6404634848004)
"57601",229783,"Hardy rubber tree","Eucommia ulmoides",15,NA,NA,"523 E 12 STREET",c(-73.9802389732434, 40.7286389568506)
"57602",16006136,"Caucasian linden","Tilia x euchlora",5,25.9953464403674,13.083,"1845 HUNT AVENUE",c(-73.8656380962575, 40.8466709534653)
"57603",16347403,"Japanese tree lilac","Syringa reticulata",3,15.8824903068222,7.5760566536646,"51-24 GORSLINE STREET",c(-73.8847539890075, 40.7365098376402)
"57604",151637,"Littleleaf linden","Tilia cordata",13,32.7247886253034,26.4695165412332,"1980 BATHGATE AVENUE",c(-73.8961840793173, 40.8485853576949)
"57605",4699235,"Norway maple","Acer platanoides",20,52.5920523767942,38.2695,"206-06 23 AVENUE",c(-73.7876053380786, 40.778006795795)
"57606",4117940,"Japanese zelkova","Zelkova serrata",12,47.7437287814288,27.2954,"56-11 196 STREET",c(-73.7818837499383, 40.745627254134)
"57607",594978,"London planetree","Platanus x acerifolia",27,73.8883839123773,49.7181,"338 MOUNTAINVIEW AVENUE",c(-74.1254956664879, 40.6033059907387)
"57608",2269527,"Hawthorn","Crataegus",5,21.1065231097133,12.4581392760106,"510 STREET LAWRENCE AVENUE",c(-73.8634076484475, 40.815161734555)
"57609",2509587,"Japanese zelkova","Zelkova serrata",20,63.5552796708085,38.1946,"58-12 43 AVENUE",c(-73.906615385021, 40.7431472401343)
"57610",10618905,"Dawn redwood","Metasequoia glyptostroboides",6,21.0608981647662,8.64862007772123,"1644 MONTGOMERY AVENUE",c(-73.9201119604369, 40.8487306665339)
"57611",2130624,"Callery pear","Pyrus calleryana",7,21.8968,15.728,"51 WEST 128 STREET",c(-73.9426140190555, 40.8090637170369)
"57612",4637793,"Callery pear","Pyrus calleryana",18,39.7894,35.2398,"60-17 59 DRIVE",c(-73.9056954215122, 40.7174555664927)
"57613",3928016,"London planetree","Platanus x acerifolia",24,69.4013855743737,46.1289,"8856 BAY 16 STREET",c(-74.0094603842327, 40.6029953361534)
"57614",4021322,"Thornless honeylocust","Gleditsia triacanthos var. inermis",20,66.6012277173404,33.3829,"1374 EAST 28 STREET",c(-73.9470974218672, 40.6175995828988)
"57615",2494257,"London planetree","Platanus x acerifolia",35,84.8249425935068,57.7933,"34-15 208 STREET",c(-73.7805674746143, 40.768337589141)
"57616",5786530,"Hackberry","Celtis occidentalis",6,33.6399056811953,17.483,"931 EAST 232 STREET",c(-73.8508941229302, 40.8905652770671)
"57617",1056043,"Norway maple","Acer platanoides",10,38.4090105252715,24.8235,"76-35 113 STREET",c(-73.8327338040536, 40.7167907915616)
"57618",1041257,"Pin oak","Quercus palustris",12,53.9131680033124,26.8587,"100-04 34 AVENUE",c(-73.86785045758, 40.7555292833636)
"57619",4014137,"Green ash","Fraxinus pennsylvanica",22,66.1455614705678,38.0056792744969,"32-015 33 STREET",c(-73.924155713593, 40.7607512160377)
"57620",1055334,"Japanese pagoda tree","Styphnolobium japonicum",6,33.1133722391674,17.5097,"205 BEACH 142 STREET",c(-73.8585883457911, 40.5720104658356)
"57621",3360450,"Silver maple","Acer saccharinum",11,44.9477579493856,27.1580974099894,"40-34 ASKE STREET",c(-73.8728744243084, 40.7481762629504)
"57622",4633276,"Norway maple","Acer platanoides",21,53.7684289948684,39.3127,"22-08 76 STREET",c(-73.8933563242395, 40.7681760571339)
"57623",15262380,"Persian ironwood","Parrotia persica",3,27.0535,9.9022,"1677 EAST 46 STREET",c(-73.9308252877544, 40.6194299540604)
"57624",5789543,"Eastern redbud","Cercis canadensis",3,22.1455056861358,12.3539,"185-02 64 AVENUE",c(-73.7883895208059, 40.7380309191327)
"57625",4651676,"Green ash","Fraxinus pennsylvanica",17,58.1227115554945,32.4930776257286,"149-18 96 STREET",c(-73.8397532420735, 40.6704854753241)
"57626",2265932,"Sawtooth oak","Quercus acutissima",7,39.3775,18.3189,"65 EAST 193 STREET",c(-73.8962220599806, 40.8659428907958)
"57627",2425868,"Northern red oak","Quercus rubra",28,88.2673,47.2392,"1105 WILLIAMS COURT",c(-73.9590678388089, 40.5866513931278)
"57628",2932217,"Sweetgum","Liquidambar styraciflua",15,71.66,27.3092,"147 PETRUS AVENUE",c(-74.1712079944238, 40.5464541422676)
"57629",1426436,"Amur maackia","Maackia amurensis",9,41.8993010198842,22.0463,"7-01 123 STREET",c(-73.844404000428, 40.7908056240214)
"57630",266519,"London planetree","Platanus x acerifolia",29,76.7508646321871,51.9409,"2535 BATH AVENUE",c(-73.9899252059594, 40.5937343360649)
"57631",2544723,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"2424 EAST 63 STREET",c(-73.9095481093255, 40.6111396263569)
"57632",2261260,"European hornbeam","Carpinus betulus",4,24.8139834420761,17.8434994661437,"845 EAST 228 STREET",c(-73.8546349371605, 40.8884319363351)
"57633",1050647,"American basswood","Tilia americana",11,49.1658,22.7094,"144-12 231 STREET",c(-73.7473319425863, 40.6618519440915)
"57634",4693405,"Pin oak","Quercus palustris",36,105.132468807262,55.5363,"137-11 71 AVENUE",c(-73.8265101218014, 40.7268658432864)
"57635",16239863,"Swamp white oak","Quercus bicolor",3,24.3611,11.2373,"705 AVENUE L",c(-73.9679736653001, 40.6195835457665)
"57636",12173998,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"3026 AVENUE R",c(-73.9405346677371, 40.6094113993201)
"57637",3996040,"Callery pear","Pyrus calleryana",18,39.7894,35.2398,"80-36 264 STREET",c(-73.7070319911599, 40.74453070499)
"57638",4674571,"Norway maple","Acer platanoides",6,30.4682069039382,17.9107,"943 77 STREET",c(-74.0167401117789, 40.6240498193936)
"57639",15260231,"Callery pear","Pyrus calleryana",13,31.6564,26.3708,"330 BERGEN STREET",c(-73.9809303388633, 40.6829963885996)
"57640",269732,"London planetree","Platanus x acerifolia",21,64.6431073461329,42.2337,"392 MAIN STREET",c(-74.2456580523556, 40.5054046321554)
"57641",12173289,"Amur maackia","Maackia amurensis",3,22.1455056861358,12.3539,"557 PENNSYLVANIA AVENUE",c(-73.8937540883081, 40.6636723465935)
"57642",4656944,"Norway maple","Acer platanoides",18,50.1387696948152,36.0187,"35-40 164 STREET",c(-73.8015841026834, 40.7640746785843)
"57643",2506014,"Littleleaf linden","Tilia cordata",4,15.8307729662397,9.2011600553314,"14-59 EGMONT PLACE",c(-73.7676258436979, 40.6108332786316)
"57644",10248203,"Japanese zelkova","Zelkova serrata",4,25.8064598463073,13.4906,"20-10 126 STREET",c(-73.8423351526832, 40.7814569818244)
"57645",2266850,"Kentucky coffeetree","Gymnocladus dioicus",5,29.7883615251004,15.8599,"3041 KINGSBRIDGE TERRACE",c(-73.9012568256695, 40.8767339624218)
"57646",4665659,"Silver linden","Tilia tomentosa",16,42.7561675594881,28.912,"28-26 200 STREET",c(-73.7903440201987, 40.7717071307241)
"57647",4664022,"London planetree","Platanus x acerifolia",27,73.8883839123773,49.7181,"1179 EAST 56 STREET",c(-73.921919171695, 40.6270630059809)
"57648",4694686,"Littleleaf linden","Tilia cordata",8,25.7658594493596,19.3563900829971,"831 FRANKLIN AVENUE",c(-73.9582922545317, 40.6697798093118)
"57649",2409279,"Japanese zelkova","Zelkova serrata",11,45.4731186637202,25.7287,"1459 EAST 89 STREET",c(-73.8963613251491, 40.6304271360838)
"57650",589154,"Callery pear","Pyrus calleryana",2,13.7638,6.859,"351 WEST 262 STREET",c(-73.899422180029, 40.9110683766004)
"57651",10175509,"Callery pear","Pyrus calleryana",9,25.15,19.2756,"144-040 ROOSEVELT AVENUE",c(-73.8206681813765, 40.7619952537066)
"57652",516750,"Silver maple","Acer saccharinum",35,77.0109730008294,52.1021087929414,"1931 MAYFLOWER AVENUE",c(-73.8339231937424, 40.8503981391616)
"57653",570484,"Chinese elm","Ulmus parvifolia",9,40.8653466115752,22.1984,"911 EAST 165 STREET",c(-73.8969344501184, 40.8238589156534)
"57654",5457672,"Japanese pagoda tree","Styphnolobium japonicum",11,47.0748277900302,24.7267,"326 EAST 78 STREET",c(-73.9545599638236, 40.7722265160978)
"57655",2597521,"Shingle oak","Quercus imbricaria",12,55.097,26.5049,"186 MORRISON AVENUE",c(-74.1122930094024, 40.6286788117332)
"57656",3986547,"London planetree","Platanus x acerifolia",25,70.9247922292391,47.3593,"243 90 STREET",c(-74.0335579504232, 40.6210158902627)
"57657",16264728,"Elm","Ulmus",4,25.9244981317241,13.3644,"25 JUNIUS STREET",c(-73.9041951967716, 40.6744767298563)
"57658",4637793,"Callery pear","Pyrus calleryana",18,39.7894,35.2398,"60-17 59 DRIVE",c(-73.9056954222638, 40.7174555664933)
"57659",3344306,"Sycamore maple","Acer pseudoplatanus",9,43.4104967195988,24.0593133775563,"24-21 97 STREET",c(-73.8728735627057, 40.7656493265931)
"57660",4002427,"Thornless honeylocust","Gleditsia triacanthos var. inermis",18,62.6505066488933,31.9409,"202-11 120 AVENUE",c(-73.7476238632801, 40.6913947133369)
"57661",2427238,"Japanese flowering cherry","Prunus serrulata",11,47.8237,23.5588,"363 LINCOLN AVENUE",c(-73.868621619768, 40.6811361198169)
"57662",4653857,"Hedge maple","Acer campestre",6,34.99486506778,17.8734,"1557 81 STREET",c(-74.0051541382599, 40.6134066179228)
"57663",4146044,"Callery pear","Pyrus calleryana",10,26.7766,21.0494,"48-16 194 STREET",c(-73.7858189178378, 40.7496721764098)
"57664",4129156,"Black cherry","Prunus serotina",18,68.2266,30.8201,"115-45 LINCOLN STREET",c(-73.8075507615525, 40.6793127371956)
"57665",3987319,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"188-01 87 DRIVE",c(-73.7734748624711, 40.715929142265)
"57666",5554636,"Shumard's oak","Quercus shumardii",9,46.0721,21.6821,"625 VANDERBILT STREET",c(-73.9753633486518, 40.6538485432116)
"57667",3747131,"Silver linden","Tilia tomentosa",2,17.5653526758194,8.1738,"121-08 236 STREET",c(-73.7297537234204, 40.6839789021604)
