event_id,name,event_type,critical_issues,boroughs_reported,start_local,end_local,tz_local,start_utc,end_utc,duration_hours_reported,window_hours_used,subhourly_snapped,unit,wind_peak_ms,wind_mean_ms,wind_peak_cellmax_ms,precip_total_mm,precip_peak_rate_mmh,precip_peak_rate_cellmax_mmh,n_hours_wind,n_hours_precip,status
SW0526,"January 4 Blizzard ""Winter Storm Grayson""",Winter Weather,"High Winds, Heavy Snow, Coastal Flooding","Bronx, Manhattan, Queens, Staten Island",2018-01-04 03:00,2018-01-04 18:30,EST,2018-01-04 08:00,2018-01-05 00:00,15.5,16,FALSE,Staten Island,8.759,7.612,8.843,22.345,3.26,3.26,17,16,ok
SW0526,"January 4 Blizzard ""Winter Storm Grayson""",Winter Weather,"High Winds, Heavy Snow, Coastal Flooding","Bronx, Manhattan, Queens, Staten Island",2018-01-04 03:00,2018-01-04 18:30,EST,2018-01-04 08:00,2018-01-05 00:00,15.5,16,FALSE,ALL NYC,10.431,8.624,10.447,22.977,3.264,3.296,17,16,ok
SW0527,Flooding Event,Thunderstorms,"Coastal Flooding, Flash Flooding",Queens,2018-01-30 06:30,2018-01-30 07:30,EST,2018-01-30 11:00,2018-01-30 13:00,1,2,FALSE,Brooklyn,2.369,2.193,2.369,0.137,0.086,0.086,3,2,ok
SW0527,Flooding Event,Thunderstorms,"Coastal Flooding, Flash Flooding",Queens,2018-01-30 06:30,2018-01-30 07:30,EST,2018-01-30 11:00,2018-01-30 13:00,1,2,FALSE,Queens,2.567,2.343,2.567,0.176,0.11,0.11,3,2,ok
SW0527,Flooding Event,Thunderstorms,"Coastal Flooding, Flash Flooding",Queens,2018-01-30 06:30,2018-01-30 07:30,EST,2018-01-30 11:00,2018-01-30 13:00,1,2,FALSE,Manhattan,1.935,1.788,1.935,0.125,0.078,0.078,3,2,ok
SW0527,Flooding Event,Thunderstorms,"Coastal Flooding, Flash Flooding",Queens,2018-01-30 06:30,2018-01-30 07:30,EST,2018-01-30 11:00,2018-01-30 13:00,1,2,FALSE,Bronx,1.83,1.666,1.83,0.142,0.089,0.089,3,2,ok
SW0527,Flooding Event,Thunderstorms,"Coastal Flooding, Flash Flooding",Queens,2018-01-30 06:30,2018-01-30 07:30,EST,2018-01-30 11:00,2018-01-30 13:00,1,2,FALSE,Staten Island,1.699,1.61,1.701,0.088,0.055,0.055,3,2,ok
SW0527,Flooding Event,Thunderstorms,"Coastal Flooding, Flash Flooding",Queens,2018-01-30 06:30,2018-01-30 07:30,EST,2018-01-30 11:00,2018-01-30 13:00,1,2,FALSE,ALL NYC,2.207,2.034,2.207,0.142,0.089,0.089,3,2,ok
SW0528,Freezing Rain Event,Winter Weather,Freezing Precipitation,Manhattan,2018-02-07 08:00,2018-02-07 19:00,EST,2018-02-07 13:00,2018-02-08 00:00,11,11,FALSE,Brooklyn,7.24,4.228,7.24,15.782,2.698,2.698,12,11,ok
SW0528,Freezing Rain Event,Winter Weather,Freezing Precipitation,Manhattan,2018-02-07 08:00,2018-02-07 19:00,EST,2018-02-07 13:00,2018-02-08 00:00,11,11,FALSE,Queens,7.322,4.287,7.379,16.05,2.765,2.815,12,11,ok
SW0528,Freezing Rain Event,Winter Weather,Freezing Precipitation,Manhattan,2018-02-07 08:00,2018-02-07 19:00,EST,2018-02-07 13:00,2018-02-08 00:00,11,11,FALSE,Manhattan,5.354,3.382,5.373,15.842,2.709,2.709,12,11,ok
SW0528,Freezing Rain Event,Winter Weather,Freezing Precipitation,Manhattan,2018-02-07 08:00,2018-02-07 19:00,EST,2018-02-07 13:00,2018-02-08 00:00,11,11,FALSE,Bronx,5.047,3.164,5.047,15.962,2.752,2.752,12,11,ok
SW0528,Freezing Rain Event,Winter Weather,Freezing Precipitation,Manhattan,2018-02-07 08:00,2018-02-07 19:00,EST,2018-02-07 13:00,2018-02-08 00:00,11,11,FALSE,Staten Island,5.719,3.504,5.806,15.455,2.598,2.598,12,11,ok
SW0528,Freezing Rain Event,Winter Weather,Freezing Precipitation,Manhattan,2018-02-07 08:00,2018-02-07 19:00,EST,2018-02-07 13:00,2018-02-08 00:00,11,11,FALSE,ALL NYC,6.406,3.897,6.564,15.849,2.712,2.731,12,11,ok
SW0529,Heavy Snow Event,Winter Weather,Heavy Snow,"Manhattan, Bronx, Queens",2018-02-17 17:00,2018-02-18 00:30,EST,2018-02-17 22:00,2018-02-18 06:00,7.5,8,FALSE,Brooklyn,3.487,2.008,3.487,15.34,3.077,3.085,9,8,ok
SW0529,Heavy Snow Event,Winter Weather,Heavy Snow,"Manhattan, Bronx, Queens",2018-02-17 17:00,2018-02-18 00:30,EST,2018-02-17 22:00,2018-02-18 06:00,7.5,8,FALSE,Queens,3.385,2.036,3.385,15.196,2.993,2.994,9,8,ok
SW0529,Heavy Snow Event,Winter Weather,Heavy Snow,"Manhattan, Bronx, Queens",2018-02-17 17:00,2018-02-18 00:30,EST,2018-02-17 22:00,2018-02-18 06:00,7.5,8,FALSE,Manhattan,2.858,1.685,2.858,14.936,2.81,2.821,9,8,ok
SW0529,Heavy Snow Event,Winter Weather,Heavy Snow,"Manhattan, Bronx, Queens",2018-02-17 17:00,2018-02-18 00:30,EST,2018-02-17 22:00,2018-02-18 06:00,7.5,8,FALSE,Bronx,2.605,1.586,2.605,14.812,2.737,2.737,9,8,ok
SW0529,Heavy Snow Event,Winter Weather,Heavy Snow,"Manhattan, Bronx, Queens",2018-02-17 17:00,2018-02-18 00:30,EST,2018-02-17 22:00,2018-02-18 06:00,7.5,8,FALSE,Staten Island,3.061,1.68,3.061,15.446,3.215,3.215,9,8,ok
SW0529,Heavy Snow Event,Winter Weather,Heavy Snow,"Manhattan, Bronx, Queens",2018-02-17 17:00,2018-02-18 00:30,EST,2018-02-17 22:00,2018-02-18 06:00,7.5,8,FALSE,ALL NYC,3.197,1.872,3.197,15.201,2.958,3.006,9,8,ok
SW0530,"March 2-5 Nor'Easter ""Winter Storm Riley""",Winter Weather,"High Winds, Coastal Flooding","Queens, Staten Island, Bronx, Manhattan",2018-03-02 07:00,2018-03-03 23:00,EST,2018-03-02 12:00,2018-03-04 04:00,40,40,FALSE,Brooklyn,11.866,8.401,11.866,29.168,3.763,3.763,41,40,ok
SW0530,"March 2-5 Nor'Easter ""Winter Storm Riley""",Winter Weather,"High Winds, Coastal Flooding","Queens, Staten Island, Bronx, Manhattan",2018-03-02 07:00,2018-03-03 23:00,EST,2018-03-02 12:00,2018-03-04 04:00,40,40,FALSE,Queens,11.914,8.547,11.992,29.75,3.586,3.588,41,40,ok
SW0530,"March 2-5 Nor'Easter ""Winter Storm Riley""",Winter Weather,"High Winds, Coastal Flooding","Queens, Staten Island, Bronx, Manhattan",2018-03-02 07:00,2018-03-03 23:00,EST,2018-03-02 12:00,2018-03-04 04:00,40,40,FALSE,Manhattan,10.53,7.483,10.652,29.229,3.673,3.673,41,40,ok
SW0530,"March 2-5 Nor'Easter ""Winter Storm Riley""",Winter Weather,"High Winds, Coastal Flooding","Queens, Staten Island, Bronx, Manhattan",2018-03-02 07:00,2018-03-03 23:00,EST,2018-03-02 12:00,2018-03-04 04:00,40,40,FALSE,Bronx,10.67,7.248,10.67,29.333,3.574,3.574,41,40,ok
SW0530,"March 2-5 Nor'Easter ""Winter Storm Riley""",Winter Weather,"High Winds, Coastal Flooding","Queens, Staten Island, Bronx, Manhattan",2018-03-02 07:00,2018-03-03 23:00,EST,2018-03-02 12:00,2018-03-04 04:00,40,40,FALSE,Staten Island,10.882,7.324,10.882,28.608,3.978,3.978,41,40,ok
SW0530,"March 2-5 Nor'Easter ""Winter Storm Riley""",Winter Weather,"High Winds, Coastal Flooding","Queens, Staten Island, Bronx, Manhattan",2018-03-02 07:00,2018-03-03 23:00,EST,2018-03-02 12:00,2018-03-04 04:00,40,40,FALSE,ALL NYC,11.292,8.018,11.458,29.306,3.705,3.706,41,40,ok
SW0531,"March 7-8 Nor'Easter ""Winter Storm Quinn""",Winter Weather,"Coastal Flooding, High Winds","Manhattan, Bronx, Staten Island, Queens",2018-03-07 02:00,2018-03-07 22:00,EST,2018-03-07 07:00,2018-03-08 03:00,20,20,FALSE,Brooklyn,10.14,6.68,10.14,33.137,3.535,3.535,21,20,ok
SW0531,"March 7-8 Nor'Easter ""Winter Storm Quinn""",Winter Weather,"Coastal Flooding, High Winds","Manhattan, Bronx, Staten Island, Queens",2018-03-07 02:00,2018-03-07 22:00,EST,2018-03-07 07:00,2018-03-08 03:00,20,20,FALSE,Queens,9.947,6.81,9.981,33.039,3.524,3.524,21,20,ok
SW0531,"March 7-8 Nor'Easter ""Winter Storm Quinn""",Winter Weather,"Coastal Flooding, High Winds","Manhattan, Bronx, Staten Island, Queens",2018-03-07 02:00,2018-03-07 22:00,EST,2018-03-07 07:00,2018-03-08 03:00,20,20,FALSE,Manhattan,8.304,5.544,8.366,32.165,3.541,3.541,21,20,ok
SW0531,"March 7-8 Nor'Easter ""Winter Storm Quinn""",Winter Weather,"Coastal Flooding, High Winds","Manhattan, Bronx, Staten Island, Queens",2018-03-07 02:00,2018-03-07 22:00,EST,2018-03-07 07:00,2018-03-08 03:00,20,20,FALSE,Bronx,7.903,5.217,7.903,31.867,3.568,3.568,21,20,ok
SW0531,"March 7-8 Nor'Easter ""Winter Storm Quinn""",Winter Weather,"Coastal Flooding, High Winds","Manhattan, Bronx, Staten Island, Queens",2018-03-07 02:00,2018-03-07 22:00,EST,2018-03-07 07:00,2018-03-08 03:00,20,20,FALSE,Staten Island,8.922,5.562,8.922,33.127,3.622,3.622,21,20,ok
SW0531,"March 7-8 Nor'Easter ""Winter Storm Quinn""",Winter Weather,"Coastal Flooding, High Winds","Manhattan, Bronx, Staten Island, Queens",2018-03-07 02:00,2018-03-07 22:00,EST,2018-03-07 07:00,2018-03-08 03:00,20,20,FALSE,ALL NYC,9.301,6.223,9.398,32.844,3.552,3.552,21,20,ok
SW0532,"March 13-15 Nor'Easter "" Winter Storm Skylar""",Winter Weather,High Winds,"Queens, Staten Island, Bronx, Manhattan",2018-03-13 00:00,2018-03-13 13:30,EDT,2018-03-13 04:00,2018-03-13 18:00,13.5,14,FALSE,Brooklyn,7.36,6.071,7.36,10.57,1.309,1.311,15,14,ok
SW0532,"March 13-15 Nor'Easter "" Winter Storm Skylar""",Winter Weather,High Winds,"Queens, Staten Island, Bronx, Manhattan",2018-03-13 00:00,2018-03-13 13:30,EDT,2018-03-13 04:00,2018-03-13 18:00,13.5,14,FALSE,Queens,7.188,6.259,7.249,11.394,1.399,1.399,15,14,ok
SW0532,"March 13-15 Nor'Easter "" Winter Storm Skylar""",Winter Weather,High Winds,"Queens, Staten Island, Bronx, Manhattan",2018-03-13 00:00,2018-03-13 13:30,EDT,2018-03-13 04:00,2018-03-13 18:00,13.5,14,FALSE,Manhattan,6.386,5.161,6.39,10.15,1.257,1.261,15,14,ok
SW0532,"March 13-15 Nor'Easter "" Winter Storm Skylar""",Winter Weather,High Winds,"Queens, Staten Island, Bronx, Manhattan",2018-03-13 00:00,2018-03-13 13:30,EDT,2018-03-13 04:00,2018-03-13 18:00,13.5,14,FALSE,Bronx,6.019,4.913,6.023,10.501,1.295,1.295,15,14,ok
SW0532,"March 13-15 Nor'Easter "" Winter Storm Skylar""",Winter Weather,High Winds,"Queens, Staten Island, Bronx, Manhattan",2018-03-13 00:00,2018-03-13 13:30,EDT,2018-03-13 04:00,2018-03-13 18:00,13.5,14,FALSE,Staten Island,6.787,4.985,6.787,9.3,1.216,1.216,15,14,ok
SW0532,"March 13-15 Nor'Easter "" Winter Storm Skylar""",Winter Weather,High Winds,"Queens, Staten Island, Bronx, Manhattan",2018-03-13 00:00,2018-03-13 13:30,EDT,2018-03-13 04:00,2018-03-13 18:00,13.5,14,FALSE,ALL NYC,6.896,5.702,6.949,10.587,1.308,1.319,15,14,ok
SW0533,"March 20-22 Nor'Easter ""Winter Storm Toby""",Winter Weather,"High Winds, Heavy Snow",Queens,2018-03-21 05:00,2018-03-22 07:00,EDT,2018-03-21 09:00,2018-03-22 11:00,26,26,FALSE,Brooklyn,6.652,5.888,6.652,23.528,1.394,1.394,27,26,ok
SW0533,"March 20-22 Nor'Easter ""Winter Storm Toby""",Winter Weather,"High Winds, Heavy Snow",Queens,2018-03-21 05:00,2018-03-22 07:00,EDT,2018-03-21 09:00,2018-03-22 11:00,26,26,FALSE,Queens,6.706,5.998,6.738,23.631,1.532,1.536,27,26,ok
SW0533,"March 20-22 Nor'Easter ""Winter Storm Toby""",Winter Weather,"High Winds, Heavy Snow",Queens,2018-03-21 05:00,2018-03-22 07:00,EDT,2018-03-21 09:00,2018-03-22 11:00,26,26,FALSE,Manhattan,5.71,4.953,5.71,20.601,1.24,1.249,27,26,ok
SW0533,"March 20-22 Nor'Easter ""Winter Storm Toby""",Winter Weather,"High Winds, Heavy Snow",Queens,2018-03-21 05:00,2018-03-22 07:00,EDT,2018-03-21 09:00,2018-03-22 11:00,26,26,FALSE,Bronx,5.365,4.663,5.365,20.234,1.329,1.335,27,26,ok
SW0533,"March 20-22 Nor'Easter ""Winter Storm Toby""",Winter Weather,"High Winds, Heavy Snow",Queens,2018-03-21 05:00,2018-03-22 07:00,EDT,2018-03-21 09:00,2018-03-22 11:00,26,26,FALSE,Staten Island,5.724,4.911,5.724,22.461,1.416,1.416,27,26,ok
SW0533,"March 20-22 Nor'Easter ""Winter Storm Toby""",Winter Weather,"High Winds, Heavy Snow",Queens,2018-03-21 05:00,2018-03-22 07:00,EDT,2018-03-21 09:00,2018-03-22 11:00,26,26,FALSE,ALL NYC,6.244,5.5,6.256,22.666,1.365,1.429,27,26,ok
SW0534,Winter Storm Event,Winter Weather,Heavy Snow,Queens,2018-04-02 05:00,2018-04-02 12:00,EDT,2018-04-02 09:00,2018-04-02 16:00,7,7,FALSE,Brooklyn,4.28,3.814,4.28,11.351,2.591,2.591,8,7,ok
SW0534,Winter Storm Event,Winter Weather,Heavy Snow,Queens,2018-04-02 05:00,2018-04-02 12:00,EDT,2018-04-02 09:00,2018-04-02 16:00,7,7,FALSE,Queens,4.23,3.76,4.23,11.446,2.566,2.566,8,7,ok
SW0534,Winter Storm Event,Winter Weather,Heavy Snow,Queens,2018-04-02 05:00,2018-04-02 12:00,EDT,2018-04-02 09:00,2018-04-02 16:00,7,7,FALSE,Manhattan,3.365,2.988,3.365,11.406,2.446,2.447,8,7,ok
SW0534,Winter Storm Event,Winter Weather,Heavy Snow,Queens,2018-04-02 05:00,2018-04-02 12:00,EDT,2018-04-02 09:00,2018-04-02 16:00,7,7,FALSE,Bronx,3.068,2.719,3.068,11.464,2.415,2.419,8,7,ok
SW0534,Winter Storm Event,Winter Weather,Heavy Snow,Queens,2018-04-02 05:00,2018-04-02 12:00,EDT,2018-04-02 09:00,2018-04-02 16:00,7,7,FALSE,Staten Island,3.66,3.287,3.66,11.281,2.565,2.565,8,7,ok
SW0534,Winter Storm Event,Winter Weather,Heavy Snow,Queens,2018-04-02 05:00,2018-04-02 12:00,EDT,2018-04-02 09:00,2018-04-02 16:00,7,7,FALSE,ALL NYC,3.903,3.477,3.903,11.393,2.54,2.541,8,7,ok
SW0535,High Wind Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Bronx",2018-04-04 17:00,2018-04-04 19:00,EDT,2018-04-04 21:00,2018-04-04 23:00,2,2,FALSE,Brooklyn,8.588,8.331,8.588,0,0,0,3,2,ok
SW0535,High Wind Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Bronx",2018-04-04 17:00,2018-04-04 19:00,EDT,2018-04-04 21:00,2018-04-04 23:00,2,2,FALSE,Queens,8.205,7.965,8.205,0,0,0,3,2,ok
SW0535,High Wind Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Bronx",2018-04-04 17:00,2018-04-04 19:00,EDT,2018-04-04 21:00,2018-04-04 23:00,2,2,FALSE,Manhattan,7.299,7.064,7.299,0,0,0,3,2,ok
SW0535,High Wind Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Bronx",2018-04-04 17:00,2018-04-04 19:00,EDT,2018-04-04 21:00,2018-04-04 23:00,2,2,FALSE,Bronx,6.694,6.47,6.694,0,0,0,3,2,ok
SW0535,High Wind Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Bronx",2018-04-04 17:00,2018-04-04 19:00,EDT,2018-04-04 21:00,2018-04-04 23:00,2,2,FALSE,Staten Island,7.955,7.72,7.978,0,0,0,3,2,ok
SW0535,High Wind Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Bronx",2018-04-04 17:00,2018-04-04 19:00,EDT,2018-04-04 21:00,2018-04-04 23:00,2,2,FALSE,ALL NYC,7.963,7.723,7.967,0,0,0,3,2,ok
SW0536,"Flash/Inland Flooding, Heavy Rain, High Wind Event",Thunderstorms,"High Winds, Coastal Flooding, Flash Flooding","Brooklyn, Manhattan, Queens",2018-04-16 06:23,2018-04-16 21:00,EDT,2018-04-16 10:00,2018-04-17 01:00,14.6167,15,FALSE,Brooklyn,12.036,8.02,12.036,24.188,4.119,4.197,16,15,ok
SW0536,"Flash/Inland Flooding, Heavy Rain, High Wind Event",Thunderstorms,"High Winds, Coastal Flooding, Flash Flooding","Brooklyn, Manhattan, Queens",2018-04-16 06:23,2018-04-16 21:00,EDT,2018-04-16 10:00,2018-04-17 01:00,14.6167,15,FALSE,Queens,11.575,7.998,11.575,27.388,4.587,4.6,16,15,ok
SW0536,"Flash/Inland Flooding, Heavy Rain, High Wind Event",Thunderstorms,"High Winds, Coastal Flooding, Flash Flooding","Brooklyn, Manhattan, Queens",2018-04-16 06:23,2018-04-16 21:00,EDT,2018-04-16 10:00,2018-04-17 01:00,14.6167,15,FALSE,Manhattan,10.131,6.642,10.131,28.826,4.722,4.761,16,15,ok
SW0536,"Flash/Inland Flooding, Heavy Rain, High Wind Event",Thunderstorms,"High Winds, Coastal Flooding, Flash Flooding","Brooklyn, Manhattan, Queens",2018-04-16 06:23,2018-04-16 21:00,EDT,2018-04-16 10:00,2018-04-17 01:00,14.6167,15,FALSE,Bronx,9.262,6.285,9.262,31.256,5.356,5.356,16,15,ok
SW0536,"Flash/Inland Flooding, Heavy Rain, High Wind Event",Thunderstorms,"High Winds, Coastal Flooding, Flash Flooding","Brooklyn, Manhattan, Queens",2018-04-16 06:23,2018-04-16 21:00,EDT,2018-04-16 10:00,2018-04-17 01:00,14.6167,15,FALSE,Staten Island,10.976,7.034,10.976,22.109,4.219,4.299,16,15,ok
SW0536,"Flash/Inland Flooding, Heavy Rain, High Wind Event",Thunderstorms,"High Winds, Coastal Flooding, Flash Flooding","Brooklyn, Manhattan, Queens",2018-04-16 06:23,2018-04-16 21:00,EDT,2018-04-16 10:00,2018-04-17 01:00,14.6167,15,FALSE,ALL NYC,11.131,7.474,11.131,26.326,4.08,4.566,16,15,ok
SW0537,Tornado Event,Thunderstorms,"High Winds, Tornado","Queens, Brooklyn",2018-05-15 16:20,2018-05-15 17:35,EDT,2018-05-15 20:00,2018-05-15 22:00,1.25,2,FALSE,Brooklyn,5.733,5.332,5.733,1.404,1.403,1.403,3,2,ok
SW0537,Tornado Event,Thunderstorms,"High Winds, Tornado","Queens, Brooklyn",2018-05-15 16:20,2018-05-15 17:35,EDT,2018-05-15 20:00,2018-05-15 22:00,1.25,2,FALSE,Queens,5.604,5.225,5.604,1.807,1.806,1.806,3,2,ok
SW0537,Tornado Event,Thunderstorms,"High Winds, Tornado","Queens, Brooklyn",2018-05-15 16:20,2018-05-15 17:35,EDT,2018-05-15 20:00,2018-05-15 22:00,1.25,2,FALSE,Manhattan,4.947,4.701,4.947,3.753,3.741,3.741,3,2,ok
SW0537,Tornado Event,Thunderstorms,"High Winds, Tornado","Queens, Brooklyn",2018-05-15 16:20,2018-05-15 17:35,EDT,2018-05-15 20:00,2018-05-15 22:00,1.25,2,FALSE,Bronx,4.549,4.359,4.549,4.197,4.141,4.141,3,2,ok
SW0537,Tornado Event,Thunderstorms,"High Winds, Tornado","Queens, Brooklyn",2018-05-15 16:20,2018-05-15 17:35,EDT,2018-05-15 20:00,2018-05-15 22:00,1.25,2,FALSE,Staten Island,5.515,5.16,5.518,1.38,1.37,1.37,3,2,ok
SW0537,Tornado Event,Thunderstorms,"High Winds, Tornado","Queens, Brooklyn",2018-05-15 16:20,2018-05-15 17:35,EDT,2018-05-15 20:00,2018-05-15 22:00,1.25,2,FALSE,ALL NYC,5.419,5.076,5.419,2.13,2.119,2.119,3,2,ok
SW0538,Flash Flood Event,Thunderstorms,Flash Flooding,Queens,2018-06-28 17:38,2018-06-28 18:19,EDT,2018-06-28 21:00,2018-06-28 23:00,0.683333,2,TRUE,Brooklyn,3.714,2.9,3.714,0.674,0.61,0.61,3,2,ok
SW0538,Flash Flood Event,Thunderstorms,Flash Flooding,Queens,2018-06-28 17:38,2018-06-28 18:19,EDT,2018-06-28 21:00,2018-06-28 23:00,0.683333,2,TRUE,Queens,3.386,2.621,3.386,0.846,0.693,0.693,3,2,ok
SW0538,Flash Flood Event,Thunderstorms,Flash Flooding,Queens,2018-06-28 17:38,2018-06-28 18:19,EDT,2018-06-28 21:00,2018-06-28 23:00,0.683333,2,TRUE,Manhattan,2.911,2.364,2.914,0.5,0.292,0.31,3,2,ok
SW0538,Flash Flood Event,Thunderstorms,Flash Flooding,Queens,2018-06-28 17:38,2018-06-28 18:19,EDT,2018-06-28 21:00,2018-06-28 23:00,0.683333,2,TRUE,Bronx,2.638,2.217,2.663,0.48,0.273,0.338,3,2,ok
SW0538,Flash Flood Event,Thunderstorms,Flash Flooding,Queens,2018-06-28 17:38,2018-06-28 18:19,EDT,2018-06-28 21:00,2018-06-28 23:00,0.683333,2,TRUE,Staten Island,3.539,2.874,3.539,0.136,0.128,0.13,3,2,ok
SW0538,Flash Flood Event,Thunderstorms,Flash Flooding,Queens,2018-06-28 17:38,2018-06-28 18:19,EDT,2018-06-28 21:00,2018-06-28 23:00,0.683333,2,TRUE,ALL NYC,3.345,2.653,3.349,0.596,0.469,0.487,3,2,ok
SW0539,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2018-06-29 14:00,2018-07-03 17:00,EDT,2018-06-29 18:00,2018-07-03 21:00,99,99,FALSE,Brooklyn,4.836,2.303,4.839,3.337,1.083,1.601,100,99,ok
SW0539,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2018-06-29 14:00,2018-07-03 17:00,EDT,2018-06-29 18:00,2018-07-03 21:00,99,99,FALSE,Queens,4.784,2.32,4.786,1.729,0.77,0.886,100,99,ok
SW0539,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2018-06-29 14:00,2018-07-03 17:00,EDT,2018-06-29 18:00,2018-07-03 21:00,99,99,FALSE,Manhattan,4.282,2.006,4.282,7.09,4.237,4.237,100,99,ok
SW0539,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2018-06-29 14:00,2018-07-03 17:00,EDT,2018-06-29 18:00,2018-07-03 21:00,99,99,FALSE,Bronx,4.034,1.918,4.044,5.144,3.01,3.01,100,99,ok
SW0539,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2018-06-29 14:00,2018-07-03 17:00,EDT,2018-06-29 18:00,2018-07-03 21:00,99,99,FALSE,Staten Island,4.322,2.041,4.322,4.616,2.066,2.066,100,99,ok
SW0539,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2018-06-29 14:00,2018-07-03 17:00,EDT,2018-06-29 18:00,2018-07-03 21:00,99,99,FALSE,ALL NYC,4.53,2.183,4.568,3.578,1.433,1.86,100,99,ok
SW0540,"Flash/Inland Flooding, Heavy Rain Event",Thunderstorms,Flash Flooding,"Manhattan, Brooklyn, Bronx",2017-06-19 15:53,2017-06-19 17:06,EDT,2017-06-19 19:00,2017-06-19 22:00,1.21667,3,FALSE,Brooklyn,7.288,6.293,7.288,2.581,1.981,1.981,4,3,ok
SW0540,"Flash/Inland Flooding, Heavy Rain Event",Thunderstorms,Flash Flooding,"Manhattan, Brooklyn, Bronx",2017-06-19 15:53,2017-06-19 17:06,EDT,2017-06-19 19:00,2017-06-19 22:00,1.21667,3,FALSE,Queens,7.258,6.475,7.295,1.735,1.125,1.125,4,3,ok
SW0540,"Flash/Inland Flooding, Heavy Rain Event",Thunderstorms,Flash Flooding,"Manhattan, Brooklyn, Bronx",2017-06-19 15:53,2017-06-19 17:06,EDT,2017-06-19 19:00,2017-06-19 22:00,1.21667,3,FALSE,Manhattan,5.737,5.173,5.78,4.411,2.795,2.795,4,3,ok
SW0540,"Flash/Inland Flooding, Heavy Rain Event",Thunderstorms,Flash Flooding,"Manhattan, Brooklyn, Bronx",2017-06-19 15:53,2017-06-19 17:06,EDT,2017-06-19 19:00,2017-06-19 22:00,1.21667,3,FALSE,Bronx,5.433,4.863,5.433,3.908,2.426,2.426,4,3,ok
SW0540,"Flash/Inland Flooding, Heavy Rain Event",Thunderstorms,Flash Flooding,"Manhattan, Brooklyn, Bronx",2017-06-19 15:53,2017-06-19 17:06,EDT,2017-06-19 19:00,2017-06-19 22:00,1.21667,3,FALSE,Staten Island,6.014,5.131,6.014,4.525,3.604,3.604,4,3,ok
SW0540,"Flash/Inland Flooding, Heavy Rain Event",Thunderstorms,Flash Flooding,"Manhattan, Brooklyn, Bronx",2017-06-19 15:53,2017-06-19 17:06,EDT,2017-06-19 19:00,2017-06-19 22:00,1.21667,3,FALSE,ALL NYC,6.622,5.853,6.671,2.979,2.104,2.104,4,3,ok
SW0541,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2017-07-19 00:00,2017-07-22 12:00,EDT,2017-07-19 04:00,2017-07-22 16:00,84,84,FALSE,Brooklyn,3.884,2.314,3.922,1.182,0.42,0.42,85,84,ok
SW0541,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2017-07-19 00:00,2017-07-22 12:00,EDT,2017-07-19 04:00,2017-07-22 16:00,84,84,FALSE,Queens,3.544,2.115,3.635,0.851,0.328,0.328,85,84,ok
SW0541,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2017-07-19 00:00,2017-07-22 12:00,EDT,2017-07-19 04:00,2017-07-22 16:00,84,84,FALSE,Manhattan,2.969,1.781,3.034,0.741,0.305,0.305,85,84,ok
SW0541,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2017-07-19 00:00,2017-07-22 12:00,EDT,2017-07-19 04:00,2017-07-22 16:00,84,84,FALSE,Bronx,2.924,1.673,2.933,0.527,0.245,0.245,85,84,ok
SW0541,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2017-07-19 00:00,2017-07-22 12:00,EDT,2017-07-19 04:00,2017-07-22 16:00,84,84,FALSE,Staten Island,3.848,2.23,3.848,1.352,0.457,0.463,85,84,ok
SW0541,Extreme Heat Event,Extreme Heat,Extreme Heat,Queens,2017-07-19 00:00,2017-07-22 12:00,EDT,2017-07-19 04:00,2017-07-22 16:00,84,84,FALSE,ALL NYC,3.343,2.092,3.59,0.966,0.36,0.361,85,84,ok
SW0542,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Bronx,2017-08-02 16:37,2017-08-02 17:07,EDT,2017-08-02 20:00,2017-08-02 22:00,0.5,2,TRUE,Brooklyn,3.609,3.286,3.614,2.782,1.999,1.999,3,2,ok
SW0542,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Bronx,2017-08-02 16:37,2017-08-02 17:07,EDT,2017-08-02 20:00,2017-08-02 22:00,0.5,2,TRUE,Queens,3.34,3.065,3.344,0.965,0.558,0.61,3,2,ok
