event_id,name,event_type,critical_issues,boroughs_reported,start_local,end_local,tz_local,start_utc,end_utc,duration_hours_reported,window_hours_used,subhourly_snapped,unit,wind_peak_ms,wind_mean_ms,wind_peak_cellmax_ms,precip_total_mm,precip_peak_rate_mmh,precip_peak_rate_cellmax_mmh,n_hours_wind,n_hours_precip,status
SW1746,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Brooklyn",2019-01-24 10:00,2019-01-25 10:00,EST,2019-01-24 15:00,2019-01-25 15:00,24,24,FALSE,Bronx,9.132,4.523,9.132,17.07,3.374,3.411,25,24,ok
SW1746,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Brooklyn",2019-01-24 10:00,2019-01-25 10:00,EST,2019-01-24 15:00,2019-01-25 15:00,24,24,FALSE,Staten Island,9.688,4.889,9.688,14.812,3.028,3.065,25,24,ok
SW1746,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Brooklyn",2019-01-24 10:00,2019-01-25 10:00,EST,2019-01-24 15:00,2019-01-25 15:00,24,24,FALSE,ALL NYC,10.723,5.337,10.723,16.791,3.404,3.533,25,24,ok
SW1747,January 2019 Squall,Winter Weather,High Winds,"Brooklyn, Bronx, Manhattan, Staten Island, Queens",2019-01-30 14:00,2019-01-31 14:00,EST,2019-01-30 19:00,2019-01-31 19:00,24,24,FALSE,Brooklyn,9.968,6.472,9.968,0.198,0.141,0.141,25,24,ok
SW1747,January 2019 Squall,Winter Weather,High Winds,"Brooklyn, Bronx, Manhattan, Staten Island, Queens",2019-01-30 14:00,2019-01-31 14:00,EST,2019-01-30 19:00,2019-01-31 19:00,24,24,FALSE,Queens,9.63,6.341,9.668,0.191,0.119,0.121,25,24,ok
SW1747,January 2019 Squall,Winter Weather,High Winds,"Brooklyn, Bronx, Manhattan, Staten Island, Queens",2019-01-30 14:00,2019-01-31 14:00,EST,2019-01-30 19:00,2019-01-31 19:00,24,24,FALSE,Manhattan,8.681,5.402,8.681,0.178,0.106,0.106,25,24,ok
SW1747,January 2019 Squall,Winter Weather,High Winds,"Brooklyn, Bronx, Manhattan, Staten Island, Queens",2019-01-30 14:00,2019-01-31 14:00,EST,2019-01-30 19:00,2019-01-31 19:00,24,24,FALSE,Bronx,8.113,4.977,8.113,0.168,0.093,0.093,25,24,ok
SW1747,January 2019 Squall,Winter Weather,High Winds,"Brooklyn, Bronx, Manhattan, Staten Island, Queens",2019-01-30 14:00,2019-01-31 14:00,EST,2019-01-30 19:00,2019-01-31 19:00,24,24,FALSE,Staten Island,9.419,5.801,9.419,0.197,0.132,0.132,25,24,ok
SW1747,January 2019 Squall,Winter Weather,High Winds,"Brooklyn, Bronx, Manhattan, Staten Island, Queens",2019-01-30 14:00,2019-01-31 14:00,EST,2019-01-30 19:00,2019-01-31 19:00,24,24,FALSE,ALL NYC,9.381,6.005,9.395,0.189,0.122,0.122,25,24,ok
SW1748,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Brooklyn",2019-02-25 00:00,2019-02-26 00:00,EST,2019-02-25 05:00,2019-02-26 05:00,24,24,FALSE,Brooklyn,11.995,9.093,11.995,0.001,0.001,0.001,25,24,ok
SW1748,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Brooklyn",2019-02-25 00:00,2019-02-26 00:00,EST,2019-02-25 05:00,2019-02-26 05:00,24,24,FALSE,Queens,11.867,8.936,11.867,0.002,0.001,0.001,25,24,ok
SW1748,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Brooklyn",2019-02-25 00:00,2019-02-26 00:00,EST,2019-02-25 05:00,2019-02-26 05:00,24,24,FALSE,Manhattan,10.604,7.795,10.604,0.002,0.001,0.001,25,24,ok
SW1748,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Brooklyn",2019-02-25 00:00,2019-02-26 00:00,EST,2019-02-25 05:00,2019-02-26 05:00,24,24,FALSE,Bronx,10.149,7.299,10.149,0.003,0.001,0.001,25,24,ok
SW1748,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Brooklyn",2019-02-25 00:00,2019-02-26 00:00,EST,2019-02-25 05:00,2019-02-26 05:00,24,24,FALSE,Staten Island,10.945,8.198,10.945,0.001,0.001,0.001,25,24,ok
SW1748,High Winds Event,Winter Weather,High Winds,"Queens, Staten Island, Manhattan, Brooklyn",2019-02-25 00:00,2019-02-26 00:00,EST,2019-02-25 05:00,2019-02-26 05:00,24,24,FALSE,ALL NYC,11.382,8.515,11.382,0.002,0.001,0.001,25,24,ok
SW1749,High Winds Event,Winter Weather,High Winds,"Brooklyn, Manhattan, Staten Island, Queens",2019-04-15 00:00,2019-04-16 00:00,EDT,2019-04-15 04:00,2019-04-16 04:00,24,24,FALSE,Brooklyn,10.875,7.48,10.875,8.867,2.898,2.898,25,24,ok
SW1749,High Winds Event,Winter Weather,High Winds,"Brooklyn, Manhattan, Staten Island, Queens",2019-04-15 00:00,2019-04-16 00:00,EDT,2019-04-15 04:00,2019-04-16 04:00,24,24,FALSE,Queens,10.536,7.45,10.536,9.523,2.504,2.509,25,24,ok
SW1749,High Winds Event,Winter Weather,High Winds,"Brooklyn, Manhattan, Staten Island, Queens",2019-04-15 00:00,2019-04-16 00:00,EDT,2019-04-15 04:00,2019-04-16 04:00,24,24,FALSE,Manhattan,9.154,6.398,9.154,9.629,2.734,2.754,25,24,ok
SW1749,High Winds Event,Winter Weather,High Winds,"Brooklyn, Manhattan, Staten Island, Queens",2019-04-15 00:00,2019-04-16 00:00,EDT,2019-04-15 04:00,2019-04-16 04:00,24,24,FALSE,Bronx,8.532,6.038,8.532,9.853,2.669,2.741,25,24,ok
SW1749,High Winds Event,Winter Weather,High Winds,"Brooklyn, Manhattan, Staten Island, Queens",2019-04-15 00:00,2019-04-16 00:00,EDT,2019-04-15 04:00,2019-04-16 04:00,24,24,FALSE,Staten Island,9.916,6.625,9.916,8.216,3.241,3.241,25,24,ok
SW1749,High Winds Event,Winter Weather,High Winds,"Brooklyn, Manhattan, Staten Island, Queens",2019-04-15 00:00,2019-04-16 00:00,EDT,2019-04-15 04:00,2019-04-16 04:00,24,24,FALSE,ALL NYC,10.106,7.022,10.106,9.187,2.76,2.784,25,24,ok
SW1750,High Winds Event,Thunderstorms,High Winds,"Staten Island, Bronx",2019-05-26 16:30,2019-05-27 16:30,EDT,2019-05-26 20:00,2019-05-27 21:00,24,25,FALSE,Brooklyn,4.149,3.202,4.158,0.118,0.066,0.075,26,25,ok
SW1750,High Winds Event,Thunderstorms,High Winds,"Staten Island, Bronx",2019-05-26 16:30,2019-05-27 16:30,EDT,2019-05-26 20:00,2019-05-27 21:00,24,25,FALSE,Queens,4.085,3.197,4.085,0.306,0.252,0.252,26,25,ok
SW1750,High Winds Event,Thunderstorms,High Winds,"Staten Island, Bronx",2019-05-26 16:30,2019-05-27 16:30,EDT,2019-05-26 20:00,2019-05-27 21:00,24,25,FALSE,Manhattan,3.607,2.882,3.62,0.359,0.248,0.248,26,25,ok
SW1750,High Winds Event,Thunderstorms,High Winds,"Staten Island, Bronx",2019-05-26 16:30,2019-05-27 16:30,EDT,2019-05-26 20:00,2019-05-27 21:00,24,25,FALSE,Bronx,3.373,2.788,3.421,0.541,0.433,0.433,26,25,ok
SW1750,High Winds Event,Thunderstorms,High Winds,"Staten Island, Bronx",2019-05-26 16:30,2019-05-27 16:30,EDT,2019-05-26 20:00,2019-05-27 21:00,24,25,FALSE,Staten Island,4.111,2.931,4.123,0.073,0.034,0.037,26,25,ok
SW1750,High Winds Event,Thunderstorms,High Winds,"Staten Island, Bronx",2019-05-26 16:30,2019-05-27 16:30,EDT,2019-05-26 20:00,2019-05-27 21:00,24,25,FALSE,ALL NYC,3.882,3.066,3.979,0.256,0.188,0.195,26,25,ok
SW1751,Hail Event,Thunderstorms,Large Hail,Staten Island,2019-05-28 21:00,2019-05-29 21:00,EDT,2019-05-29 01:00,2019-05-30 01:00,24,24,FALSE,Brooklyn,4.572,3.331,4.572,2.304,0.803,0.855,25,24,ok
SW1751,Hail Event,Thunderstorms,Large Hail,Staten Island,2019-05-28 21:00,2019-05-29 21:00,EDT,2019-05-29 01:00,2019-05-30 01:00,24,24,FALSE,Queens,4.221,3.331,4.263,2.625,0.69,0.736,25,24,ok
SW1751,Hail Event,Thunderstorms,Large Hail,Staten Island,2019-05-28 21:00,2019-05-29 21:00,EDT,2019-05-29 01:00,2019-05-30 01:00,24,24,FALSE,Manhattan,3.657,2.834,3.684,3.9,1.807,1.807,25,24,ok
SW1751,Hail Event,Thunderstorms,Large Hail,Staten Island,2019-05-28 21:00,2019-05-29 21:00,EDT,2019-05-29 01:00,2019-05-30 01:00,24,24,FALSE,Bronx,3.455,2.697,3.483,3.712,1.453,1.453,25,24,ok
SW1751,Hail Event,Thunderstorms,Large Hail,Staten Island,2019-05-28 21:00,2019-05-29 21:00,EDT,2019-05-29 01:00,2019-05-30 01:00,24,24,FALSE,Staten Island,4.349,2.959,4.349,2.519,0.898,0.898,25,24,ok
SW1751,Hail Event,Thunderstorms,Large Hail,Staten Island,2019-05-28 21:00,2019-05-29 21:00,EDT,2019-05-29 01:00,2019-05-30 01:00,24,24,FALSE,ALL NYC,4.141,3.133,4.191,2.798,0.96,0.988,25,24,ok
SW1752,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-05-29 06:31,2019-05-30 06:31,EDT,2019-05-29 10:00,2019-05-30 11:00,24,25,FALSE,Brooklyn,4.572,2.777,4.572,1.988,0.803,0.855,26,25,ok
SW1752,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-05-29 06:31,2019-05-30 06:31,EDT,2019-05-29 10:00,2019-05-30 11:00,24,25,FALSE,Queens,4.221,2.784,4.263,2.124,0.69,0.713,26,25,ok
SW1752,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-05-29 06:31,2019-05-30 06:31,EDT,2019-05-29 10:00,2019-05-30 11:00,24,25,FALSE,Manhattan,3.657,2.325,3.684,3.625,1.807,1.807,26,25,ok
SW1752,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-05-29 06:31,2019-05-30 06:31,EDT,2019-05-29 10:00,2019-05-30 11:00,24,25,FALSE,Bronx,3.455,2.23,3.483,3.456,1.453,1.453,26,25,ok
SW1752,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-05-29 06:31,2019-05-30 06:31,EDT,2019-05-29 10:00,2019-05-30 11:00,24,25,FALSE,Staten Island,4.349,2.494,4.349,2.535,0.898,0.898,26,25,ok
SW1752,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-05-29 06:31,2019-05-30 06:31,EDT,2019-05-29 10:00,2019-05-30 11:00,24,25,FALSE,ALL NYC,4.141,2.614,4.191,2.487,0.96,0.98,26,25,ok
SW1753,Hail Event,Thunderstorms,"Large Hail, High Winds",Brooklyn,2019-06-02 16:55,2019-06-03 16:55,EDT,2019-06-02 20:00,2019-06-03 21:00,24,25,FALSE,Brooklyn,6.287,3.97,6.287,2.516,1.086,1.086,26,25,ok
SW1753,Hail Event,Thunderstorms,"Large Hail, High Winds",Brooklyn,2019-06-02 16:55,2019-06-03 16:55,EDT,2019-06-02 20:00,2019-06-03 21:00,24,25,FALSE,Queens,6.171,3.936,6.195,3.021,1.285,1.326,26,25,ok
SW1753,Hail Event,Thunderstorms,"Large Hail, High Winds",Brooklyn,2019-06-02 16:55,2019-06-03 16:55,EDT,2019-06-02 20:00,2019-06-03 21:00,24,25,FALSE,Manhattan,5.497,3.472,5.511,2.521,1.135,1.135,26,25,ok
SW1753,Hail Event,Thunderstorms,"Large Hail, High Winds",Brooklyn,2019-06-02 16:55,2019-06-03 16:55,EDT,2019-06-02 20:00,2019-06-03 21:00,24,25,FALSE,Bronx,5.292,3.299,5.292,3.132,1.477,1.477,26,25,ok
SW1753,Hail Event,Thunderstorms,"Large Hail, High Winds",Brooklyn,2019-06-02 16:55,2019-06-03 16:55,EDT,2019-06-02 20:00,2019-06-03 21:00,24,25,FALSE,Staten Island,5.719,3.571,5.719,2.797,1.39,1.39,26,25,ok
SW1753,Hail Event,Thunderstorms,"Large Hail, High Winds",Brooklyn,2019-06-02 16:55,2019-06-03 16:55,EDT,2019-06-02 20:00,2019-06-03 21:00,24,25,FALSE,ALL NYC,5.915,3.749,5.945,2.834,1.271,1.286,26,25,ok
SW1754,High Winds Event,Thunderstorms,High Winds,"Manhattan, Staten Island",2019-06-29 04:10,2019-06-30 04:10,EDT,2019-06-29 08:00,2019-06-30 09:00,24,25,FALSE,Brooklyn,4.187,3.173,4.207,7.835,2.961,2.961,26,25,ok
SW1754,High Winds Event,Thunderstorms,High Winds,"Manhattan, Staten Island",2019-06-29 04:10,2019-06-30 04:10,EDT,2019-06-29 08:00,2019-06-30 09:00,24,25,FALSE,Queens,4.064,3.148,4.111,6.499,2.407,2.471,26,25,ok
SW1754,High Winds Event,Thunderstorms,High Winds,"Manhattan, Staten Island",2019-06-29 04:10,2019-06-30 04:10,EDT,2019-06-29 08:00,2019-06-30 09:00,24,25,FALSE,Manhattan,3.475,2.697,3.484,6.485,2.021,2.157,26,25,ok
SW1754,High Winds Event,Thunderstorms,High Winds,"Manhattan, Staten Island",2019-06-29 04:10,2019-06-30 04:10,EDT,2019-06-29 08:00,2019-06-30 09:00,24,25,FALSE,Bronx,3.349,2.552,3.349,5.787,2.175,2.175,26,25,ok
SW1754,High Winds Event,Thunderstorms,High Winds,"Manhattan, Staten Island",2019-06-29 04:10,2019-06-30 04:10,EDT,2019-06-29 08:00,2019-06-30 09:00,24,25,FALSE,Staten Island,3.855,2.849,3.878,8.514,2.804,2.804,26,25,ok
SW1754,High Winds Event,Thunderstorms,High Winds,"Manhattan, Staten Island",2019-06-29 04:10,2019-06-30 04:10,EDT,2019-06-29 08:00,2019-06-30 09:00,24,25,FALSE,ALL NYC,3.798,2.978,3.931,7.077,2.347,2.571,26,25,ok
SW1755,"High Winds, Flash/Inland Flooding Event",Thunderstorms,"High Winds, Flash Flooding","Queens, Manhattan",2019-07-17 06:40,2019-07-18 06:40,EDT,2019-07-17 10:00,2019-07-18 11:00,24,25,FALSE,Brooklyn,4.133,2.658,4.135,7.807,1.717,1.75,26,25,ok
SW1755,"High Winds, Flash/Inland Flooding Event",Thunderstorms,"High Winds, Flash Flooding","Queens, Manhattan",2019-07-17 06:40,2019-07-18 06:40,EDT,2019-07-17 10:00,2019-07-18 11:00,24,25,FALSE,Queens,4.445,2.714,4.445,9.996,1.944,1.965,26,25,ok
SW1755,"High Winds, Flash/Inland Flooding Event",Thunderstorms,"High Winds, Flash Flooding","Queens, Manhattan",2019-07-17 06:40,2019-07-18 06:40,EDT,2019-07-17 10:00,2019-07-18 11:00,24,25,FALSE,Manhattan,3.842,2.268,3.848,13.14,3.043,3.043,26,25,ok
SW1755,"High Winds, Flash/Inland Flooding Event",Thunderstorms,"High Winds, Flash Flooding","Queens, Manhattan",2019-07-17 06:40,2019-07-18 06:40,EDT,2019-07-17 10:00,2019-07-18 11:00,24,25,FALSE,Bronx,3.836,2.172,3.86,15.057,3.061,3.13,26,25,ok
SW1755,"High Winds, Flash/Inland Flooding Event",Thunderstorms,"High Winds, Flash Flooding","Queens, Manhattan",2019-07-17 06:40,2019-07-18 06:40,EDT,2019-07-17 10:00,2019-07-18 11:00,24,25,FALSE,Staten Island,3.679,2.336,3.696,6.304,1.6,1.6,26,25,ok
SW1755,"High Winds, Flash/Inland Flooding Event",Thunderstorms,"High Winds, Flash Flooding","Queens, Manhattan",2019-07-17 06:40,2019-07-18 06:40,EDT,2019-07-17 10:00,2019-07-18 11:00,24,25,FALSE,ALL NYC,4.077,2.519,4.105,9.769,1.982,2.102,26,25,ok
SW1756,Extreme Heat Event,Extreme Heat,Extreme Heat,"Manhattan, Queens",2019-07-19 17:00,2019-07-22 23:59,EDT,2019-07-19 21:00,2019-07-23 04:00,78.9833,79,FALSE,Brooklyn,5.119,3.143,5.119,32.796,11.691,11.691,80,79,ok
SW1756,Extreme Heat Event,Extreme Heat,Extreme Heat,"Manhattan, Queens",2019-07-19 17:00,2019-07-22 23:59,EDT,2019-07-19 21:00,2019-07-23 04:00,78.9833,79,FALSE,Queens,5.01,3.111,5.01,32.523,11.686,11.686,80,79,ok
SW1756,Extreme Heat Event,Extreme Heat,Extreme Heat,"Manhattan, Queens",2019-07-19 17:00,2019-07-22 23:59,EDT,2019-07-19 21:00,2019-07-23 04:00,78.9833,79,FALSE,Manhattan,4.474,2.591,4.474,38.095,13.632,13.632,80,79,ok
SW1756,Extreme Heat Event,Extreme Heat,Extreme Heat,"Manhattan, Queens",2019-07-19 17:00,2019-07-22 23:59,EDT,2019-07-19 21:00,2019-07-23 04:00,78.9833,79,FALSE,Bronx,4.26,2.433,4.26,39.866,14.254,14.254,80,79,ok
SW1756,Extreme Heat Event,Extreme Heat,Extreme Heat,"Manhattan, Queens",2019-07-19 17:00,2019-07-22 23:59,EDT,2019-07-19 21:00,2019-07-23 04:00,78.9833,79,FALSE,Staten Island,4.698,2.787,4.698,37.164,12.853,12.853,80,79,ok
SW1756,Extreme Heat Event,Extreme Heat,Extreme Heat,"Manhattan, Queens",2019-07-19 17:00,2019-07-22 23:59,EDT,2019-07-19 21:00,2019-07-23 04:00,78.9833,79,FALSE,ALL NYC,4.828,2.921,4.828,34.921,12.419,12.419,80,79,ok
SW1757,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-07-22 18:33,2019-07-23 00:00,EDT,2019-07-22 22:00,2019-07-23 04:00,5.45,6,FALSE,Brooklyn,4.195,3.324,4.195,2.228,0.664,0.664,7,6,ok
SW1757,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-07-22 18:33,2019-07-23 00:00,EDT,2019-07-22 22:00,2019-07-23 04:00,5.45,6,FALSE,Queens,4.13,3.237,4.13,2.983,0.86,0.86,7,6,ok
SW1757,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-07-22 18:33,2019-07-23 00:00,EDT,2019-07-22 22:00,2019-07-23 04:00,5.45,6,FALSE,Manhattan,3.041,2.464,3.075,4.071,0.994,1.074,7,6,ok
SW1757,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-07-22 18:33,2019-07-23 00:00,EDT,2019-07-22 22:00,2019-07-23 04:00,5.45,6,FALSE,Bronx,2.773,2.249,2.83,4.869,1.239,1.239,7,6,ok
SW1757,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-07-22 18:33,2019-07-23 00:00,EDT,2019-07-22 22:00,2019-07-23 04:00,5.45,6,FALSE,Staten Island,3.43,2.894,3.485,2.771,1.102,1.192,7,6,ok
SW1757,Flash/Inland Flooding Event,Thunderstorms,Flash Flooding,Queens,2019-07-22 18:33,2019-07-23 00:00,EDT,2019-07-22 22:00,2019-07-23 04:00,5.45,6,FALSE,ALL NYC,3.72,2.991,3.756,3.122,0.88,0.949,7,6,ok
SW1758,Rip Current Event,Thunderstorms,Flash Flooding,Queens,2019-07-30 19:00,2019-07-31 19:00,EDT,2019-07-30 23:00,2019-07-31 23:00,24,24,FALSE,Brooklyn,4.035,2.571,4.035,17.728,10.875,10.875,25,24,ok
SW1758,Rip Current Event,Thunderstorms,Flash Flooding,Queens,2019-07-30 19:00,2019-07-31 19:00,EDT,2019-07-30 23:00,2019-07-31 23:00,24,24,FALSE,Queens,4.036,2.58,4.036,19.279,11.851,11.851,25,24,ok
SW1758,Rip Current Event,Thunderstorms,Flash Flooding,Queens,2019-07-30 19:00,2019-07-31 19:00,EDT,2019-07-30 23:00,2019-07-31 23:00,24,24,FALSE,Manhattan,3.023,1.907,3.091,16.298,9.78,9.78,25,24,ok
SW1758,Rip Current Event,Thunderstorms,Flash Flooding,Queens,2019-07-30 19:00,2019-07-31 19:00,EDT,2019-07-30 23:00,2019-07-31 23:00,24,24,FALSE,Bronx,2.813,1.755,2.891,17.548,10.138,10.138,25,24,ok
SW1758,Rip Current Event,Thunderstorms,Flash Flooding,Queens,2019-07-30 19:00,2019-07-31 19:00,EDT,2019-07-30 23:00,2019-07-31 23:00,24,24,FALSE,Staten Island,3.417,2.111,3.417,15.1,7.526,7.803,25,24,ok
SW1758,Rip Current Event,Thunderstorms,Flash Flooding,Queens,2019-07-30 19:00,2019-07-31 19:00,EDT,2019-07-30 23:00,2019-07-31 23:00,24,24,FALSE,ALL NYC,3.664,2.321,3.683,17.645,10.407,10.459,25,24,ok
SW1759,"High Winds, Flash/Inland Flooding Event",Thunderstorms,Flash Flooding,Staten Island,2019-07-31 00:00,2019-08-01 00:00,EDT,2019-07-31 04:00,2019-08-01 04:00,24,24,FALSE,Brooklyn,3.665,2.07,3.67,18.965,10.875,10.875,25,24,ok
SW1759,"High Winds, Flash/Inland Flooding Event",Thunderstorms,Flash Flooding,Staten Island,2019-07-31 00:00,2019-08-01 00:00,EDT,2019-07-31 04:00,2019-08-01 04:00,24,24,FALSE,Queens,3.669,2.061,3.672,20.513,11.851,11.851,25,24,ok
SW1759,"High Winds, Flash/Inland Flooding Event",Thunderstorms,Flash Flooding,Staten Island,2019-07-31 00:00,2019-08-01 00:00,EDT,2019-07-31 04:00,2019-08-01 04:00,24,24,FALSE,Manhattan,3.021,1.56,3.021,17.241,9.78,9.78,25,24,ok
SW1759,"High Winds, Flash/Inland Flooding Event",Thunderstorms,Flash Flooding,Staten Island,2019-07-31 00:00,2019-08-01 00:00,EDT,2019-07-31 04:00,2019-08-01 04:00,24,24,FALSE,Bronx,2.813,1.443,2.813,18.534,10.138,10.138,25,24,ok
SW1759,"High Winds, Flash/Inland Flooding Event",Thunderstorms,Flash Flooding,Staten Island,2019-07-31 00:00,2019-08-01 00:00,EDT,2019-07-31 04:00,2019-08-01 04:00,24,24,FALSE,Staten Island,3.19,1.729,3.19,16.538,7.526,7.803,25,24,ok
SW1759,"High Winds, Flash/Inland Flooding Event",Thunderstorms,Flash Flooding,Staten Island,2019-07-31 00:00,2019-08-01 00:00,EDT,2019-07-31 04:00,2019-08-01 04:00,24,24,FALSE,ALL NYC,3.392,1.874,3.41,18.858,10.407,10.459,25,24,ok
SW1760,"Lightning, High Winds, Flash/Inland Flooding Event",Thunderstorms,"Flash Flooding, High Winds","Staten Island, Brooklyn",2019-08-07 16:20,2019-08-08 16:20,EDT,2019-08-07 20:00,2019-08-08 21:00,24,25,FALSE,Brooklyn,5.041,3.301,5.083,16.166,7.14,7.14,26,25,ok
SW1760,"Lightning, High Winds, Flash/Inland Flooding Event",Thunderstorms,"Flash Flooding, High Winds","Staten Island, Brooklyn",2019-08-07 16:20,2019-08-08 16:20,EDT,2019-08-07 20:00,2019-08-08 21:00,24,25,FALSE,Queens,5.347,3.285,5.377,16.748,6.403,6.403,26,25,ok
SW1760,"Lightning, High Winds, Flash/Inland Flooding Event",Thunderstorms,"Flash Flooding, High Winds","Staten Island, Brooklyn",2019-08-07 16:20,2019-08-08 16:20,EDT,2019-08-07 20:00,2019-08-08 21:00,24,25,FALSE,Manhattan,4.343,2.733,4.343,14.391,4.359,4.427,26,25,ok
SW1760,"Lightning, High Winds, Flash/Inland Flooding Event",Thunderstorms,"Flash Flooding, High Winds","Staten Island, Brooklyn",2019-08-07 16:20,2019-08-08 16:20,EDT,2019-08-07 20:00,2019-08-08 21:00,24,25,FALSE,Bronx,4.092,2.556,4.12,14.148,3.619,4.195,26,25,ok
SW1760,"Lightning, High Winds, Flash/Inland Flooding Event",Thunderstorms,"Flash Flooding, High Winds","Staten Island, Brooklyn",2019-08-07 16:20,2019-08-08 16:20,EDT,2019-08-07 20:00,2019-08-08 21:00,24,25,FALSE,Staten Island,4.712,2.946,4.712,13.351,6.174,6.174,26,25,ok
SW1760,"Lightning, High Winds, Flash/Inland Flooding Event",Thunderstorms,"Flash Flooding, High Winds","Staten Island, Brooklyn",2019-08-07 16:20,2019-08-08 16:20,EDT,2019-08-07 20:00,2019-08-08 21:00,24,25,FALSE,ALL NYC,4.616,3.079,4.93,15.426,5.97,6.048,26,25,ok
SW1761,High Winds Event,Thunderstorms,High Winds,"Brooklyn, Manhattan",2019-08-21 04:50,2019-08-22 04:50,EDT,2019-08-21 08:00,2019-08-22 09:00,24,25,FALSE,Brooklyn,4.959,3.276,4.959,4.312,2.425,2.425,26,25,ok
SW1761,High Winds Event,Thunderstorms,High Winds,"Brooklyn, Manhattan",2019-08-21 04:50,2019-08-22 04:50,EDT,2019-08-21 08:00,2019-08-22 09:00,24,25,FALSE,Queens,5.036,3.333,5.054,4.261,2.056,2.14,26,25,ok
SW1761,High Winds Event,Thunderstorms,High Winds,"Brooklyn, Manhattan",2019-08-21 04:50,2019-08-22 04:50,EDT,2019-08-21 08:00,2019-08-22 09:00,24,25,FALSE,Manhattan,4.183,2.822,4.194,6.699,3.002,3.299,26,25,ok
SW1761,High Winds Event,Thunderstorms,High Winds,"Brooklyn, Manhattan",2019-08-21 04:50,2019-08-22 04:50,EDT,2019-08-21 08:00,2019-08-22 09:00,24,25,FALSE,Bronx,4.015,2.701,4.033,7.314,3.788,3.788,26,25,ok
SW1761,High Winds Event,Thunderstorms,High Winds,"Brooklyn, Manhattan",2019-08-21 04:50,2019-08-22 04:50,EDT,2019-08-21 08:00,2019-08-22 09:00,24,25,FALSE,Staten Island,4.179,2.834,4.224,6.102,4.247,4.247,26,25,ok
SW1761,High Winds Event,Thunderstorms,High Winds,"Brooklyn, Manhattan",2019-08-21 04:50,2019-08-22 04:50,EDT,2019-08-21 08:00,2019-08-22 09:00,24,25,FALSE,ALL NYC,4.595,3.098,4.665,5.24,2.446,2.918,26,25,ok
SW1762,High Winds Event,Thunderstorms,High Winds,Staten Island,2019-09-02 13:46,2019-09-03 13:46,EDT,2019-09-02 17:00,2019-09-03 18:00,24,25,FALSE,Brooklyn,5.76,2.69,5.76,13.445,6.922,6.922,26,25,ok
SW1762,High Winds Event,Thunderstorms,High Winds,Staten Island,2019-09-02 13:46,2019-09-03 13:46,EDT,2019-09-02 17:00,2019-09-03 18:00,24,25,FALSE,Queens,6.013,2.77,6.013,13.059,5.417,5.417,26,25,ok
SW1762,High Winds Event,Thunderstorms,High Winds,Staten Island,2019-09-02 13:46,2019-09-03 13:46,EDT,2019-09-02 17:00,2019-09-03 18:00,24,25,FALSE,Manhattan,5.011,2.31,5.011,11.264,3.163,3.49,26,25,ok
SW1762,High Winds Event,Thunderstorms,High Winds,Staten Island,2019-09-02 13:46,2019-09-03 13:46,EDT,2019-09-02 17:00,2019-09-03 18:00,24,25,FALSE,Bronx,4.875,2.207,4.875,10.485,2.925,3.068,26,25,ok
SW1762,High Winds Event,Thunderstorms,High Winds,Staten Island,2019-09-02 13:46,2019-09-03 13:46,EDT,2019-09-02 17:00,2019-09-03 18:00,24,25,FALSE,Staten Island,4.823,2.286,4.823,12.55,6.05,6.05,26,25,ok
SW1762,High Winds Event,Thunderstorms,High Winds,Staten Island,2019-09-02 13:46,2019-09-03 13:46,EDT,2019-09-02 17:00,2019-09-03 18:00,24,25,FALSE,ALL NYC,5.493,2.546,5.493,12.549,5.169,5.377,26,25,ok
SW1763,High Winds Event,Thunderstorms,High Winds,Brooklyn,2019-09-04 15:10,2019-09-05 15:10,EDT,2019-09-04 19:00,2019-09-05 20:00,24,25,FALSE,Brooklyn,5.117,3.226,5.117,0.36,0.212,0.212,26,25,ok
SW1763,High Winds Event,Thunderstorms,High Winds,Brooklyn,2019-09-04 15:10,2019-09-05 15:10,EDT,2019-09-04 19:00,2019-09-05 20:00,24,25,FALSE,Queens,4.909,3.13,4.909,0.427,0.194,0.207,26,25,ok
